S	SGEHEAPRUNMARKER	20	game
F	8	4	CurrentSymbolStart
F	12	4	CurrentSymbolEnd
S	_ETHREAD	320	misc
F	0	272	Tcb
F	272	8	CreateTime
F	280	8	ExitTime
F	288	4	ExitStatus
F	288	4	OfsChain
F	292	8	ReaperListEntry
F	292	8	ActiveTimerListHead
F	300	4	UniqueThread
F	304	4	StartAddress
F	308	8	IrpList
F	316	4	DebugData
S	tWAVEFORMATEX	18	misc
F	0	2	wFormatTag
F	2	2	nChannels
F	4	4	nSamplesPerSec
F	8	4	nAvgBytesPerSec
F	12	2	nBlockAlign
F	14	2	wBitsPerSample
F	16	2	cbSize
S	_MESSAGE_RESOURCE_ENTRY	6	misc
F	0	2	Length
F	2	2	Flags
F	4	1	Text
S	SYSTEM_BATTERY_STATE	32	misc
F	0	1	AcOnLine
F	1	1	BatteryPresent
F	2	1	Charging
F	3	1	Discharging
F	4	4	Spare1
F	8	4	MaxCapacity
F	12	4	RemainingCapacity
F	16	4	Rate
F	20	4	EstimatedTime
F	24	4	DefaultAlert1
F	28	4	DefaultAlert2
S	DS3DSOURCEPARAMS	116	misc
F	0	76	HrtfParams
F	76	36	I3dl2Params
F	112	4	dwParameterMask
S	_EISA_IRQ_DESCRIPTOR	1	misc
F	0	1	Interrupt
F	0	1	Reserved
F	0	1	LevelTriggered
F	0	1	Shared
F	0	1	MoreEntries
S	DS3DLISTENERPARAMS	116	misc
F	0	64	HrtfParams
F	64	48	I3dl2Params
F	112	4	dwParameterMask
S	_ImageArchitectureEntry	8	misc
F	0	4	FixupInstRVA
F	4	4	NewInst
S	_SEMAPHORE_BASIC_INFORMATION	8	misc
F	0	4	CurrentCount
F	4	4	MaximumCount
S	_PCI_MSI_MESSAGE_CONTROL	2	misc
F	0	2	MSIEnable
F	0	2	MultipleMessageCapable
F	0	2	MultipleMessageEnable
F	0	2	CapableOf64Bits
F	0	2	Reserved
S	WAVESAMPLE_LOOP	16	misc
F	0	4	dwSize
F	4	4	dwLoopType
F	8	4	dwLoopStart
F	12	4	dwLoopLength
S	HTASK__	4	misc
F	0	4	unused
S	DPFCONTEXT	24	misc
F	0	4	dwFlags
F	4	4	dwLevel
F	8	4	pszFile
F	12	4	nLine
F	16	4	pszFunction
F	20	4	pszLibrary
S	__unnamed_506	2	misc
F	0	2	Capabilities
F	0	2	AsUSHORT
S	__unnamed_507	2	misc
F	0	2	ControlStatus
F	0	2	AsUSHORT
S	__unnamed_508	1	misc
F	0	1	BridgeSupport
F	0	1	AsUCHAR
S	_PCI_PM_CAPABILITY	8	misc
F	0	2	Header
F	2	2	PMC
F	4	2	PMCSR
F	6	1	PMCSR_BSE
F	7	1	Data
S	HWINSTA__	4	misc
F	0	4	unused
S	__unnamed_511	18	misc
F	0	18	Gamepad
S	__unnamed_512	4	misc
F	0	4	Rumble
S	HMENU__	4	misc
F	0	4	unused
S	_EXCEPTION_RECORD32	80	misc
F	0	4	ExceptionCode
F	4	4	ExceptionFlags
F	8	4	ExceptionRecord
F	12	4	ExceptionAddress
F	16	4	NumberParameters
F	20	60	ExceptionInformation
S	XNKID	8	misc
F	0	8	ab
S	_LIST_ENTRY	8	misc
F	0	4	Flink
F	4	4	Blink
S	_FLOATING_SAVE_AREA	516	misc
F	0	2	ControlWord
F	2	2	StatusWord
F	4	2	TagWord
F	6	2	ErrorOpcode
F	8	4	ErrorOffset
F	12	4	ErrorSelector
F	16	4	DataOffset
F	20	4	DataSelector
F	24	4	MXCsr
F	28	4	Reserved2
F	32	128	RegisterArea
F	160	128	XmmRegisterArea
F	288	224	Reserved4
F	512	4	Cr0NpxState
S	__unnamed_535	4	misc
F	0	4	nextCommand
F	0	4	EOL
S	WORD0	4	misc
F	0	4	field
F	0	4	uValue
S	_OSVERSIONINFOA	148	misc
F	0	4	dwOSVersionInfoSize
F	4	4	dwMajorVersion
F	8	4	dwMinorVersion
F	12	4	dwBuildNumber
F	16	4	dwPlatformId
F	20	128	szCSDVersion
S	_DEBUG_PARAMETERS	8	misc
F	0	4	CommunicationPort
F	4	4	BaudRate
S	_GDI_TEB_BATCH	1248	misc
F	0	4	Offset
F	4	4	HDC
F	8	1240	Buffer
S	_SYSTEMTIME	16	misc
F	0	2	wYear
F	2	2	wMonth
F	4	2	wDayOfWeek
F	6	2	wDay
F	8	2	wHour
F	10	2	wMinute
F	12	2	wSecond
F	14	2	wMilliseconds
S	__unnamed_545	8	misc
F	0	1	hour
F	1	1	min
F	2	1	sec
F	3	1	frame
F	4	1	fps
F	5	1	dummy
F	6	2	pad
S	__unnamed_546	4	misc
F	0	4	songptrpos
S	__unnamed_547	8	misc
F	0	4	ms
F	0	4	sample
F	0	4	cb
F	0	4	ticks
F	0	8	smpte
F	0	4	midi
S	_EXCEPTION_POINTERS	8	misc
F	0	4	ExceptionRecord
F	4	4	ContextRecord
S	HMONITOR__	4	misc
F	0	4	unused
S	_DEVICE_FLAGS	4	misc
F	0	4	Failed
F	0	4	ReadOnly
F	0	4	Removable
F	0	4	ConsoleIn
F	0	4	ConsoleOut
F	0	4	Input
F	0	4	Output
S	_SCRATCH_IMAGE_DESCRIPTOR	8	misc
F	0	4	dwNumFX
F	4	4	dwTotalScratchSize
S	_MEMORYSTATUS	32	misc
F	0	4	dwLength
F	4	4	dwMemoryLoad
F	8	4	dwTotalPhys
F	12	4	dwAvailPhys
F	16	4	dwTotalPageFile
F	20	4	dwAvailPageFile
F	24	4	dwTotalVirtual
F	28	4	dwAvailVirtual
S	IDirectXFileSaveObject	4	misc
F	0	4	lpVtbl
S	_XTHREAD_NOTIFICATION	12	misc
F	0	8	ListEntry
S	_OBJECT_NAME_INFORMATION	8	misc
F	0	8	Name
S	_REG_NOTIFY_INFORMATION	16	misc
F	0	4	NextEntryOffset
F	4	4	Action
F	8	4	KeyLength
F	12	2	Key
S	STDB_HDR	416	misc
F	0	4	Version
F	4	4	StCount
F	8	4	NextStId
F	12	400	StBlocks
F	412	4	NextSongId
S	IDirectXFileData	4	misc
F	0	4	lpVtbl
S	_FSCACHE_EXTENSION	16	misc
F	0	4	TargetDeviceObject
F	4	8	PartitionLength
F	12	4	SectorSize
S	_ACL	8	misc
F	0	1	AclRevision
F	1	1	Sbz1
F	2	2	AclSize
F	4	2	AceCount
F	6	2	Sbz2
S	IMAGE_LOAD_CONFIG_DIRECTORY32	64	misc
F	0	4	Characteristics
F	4	4	TimeDateStamp
F	8	2	MajorVersion
F	10	2	MinorVersion
F	12	4	GlobalFlagsClear
F	16	4	GlobalFlagsSet
F	20	4	CriticalSectionDefaultTimeout
F	24	4	DeCommitFreeBlockThreshold
F	28	4	DeCommitTotalFreeThreshold
F	32	4	LockPrefixTable
F	36	4	MaximumAllocationSize
F	40	4	VirtualMemoryThreshold
F	44	4	ProcessHeapFlags
F	48	4	ProcessAffinityMask
F	52	2	CSDVersion
F	54	2	Reserved1
F	56	4	EditList
F	60	4	Reserved
S	_CLIENT_ID64	16	misc
F	0	8	UniqueProcess
F	8	8	UniqueThread
S	__unnamed_577	16	misc
F	0	2	I16Value
F	0	2	U16Value
F	0	4	I32Value
F	0	4	U32Value
F	0	4	StringValue
F	0	4	CompareValue
F	0	4	Fp32Value
F	0	8	I64Value
F	0	8	U64Value
F	0	8	Fp64Value
F	0	12	Fp80Value
F	0	16	Fp128Value
S	__unnamed_578	4	misc
F	0	4	RoundingMode
F	0	4	Inexact
F	0	4	Underflow
F	0	4	Overflow
F	0	4	ZeroDivide
F	0	4	InvalidOperation
F	0	4	OperandValid
F	0	4	Format
F	0	4	Precision
F	0	4	Operation
F	0	4	Spare
F	0	4	HardwareException
S	_FP_IEEE_VALUE	24	misc
F	0	16	Value
F	16	4	Control
S	PROCESSOR_IDLE_TIMES	32	misc
F	0	8	StartTime
F	8	8	EndTime
F	16	16	IdleHandlerReserved
S	_div_t	8	misc
F	0	4	quot
F	4	4	rem
S	_LD_LAUNCH_DASHBOARD	3072	misc
F	0	4	dwReason
F	4	4	dwContext
F	8	4	dwParameter1
F	12	4	dwParameter2
F	16	3056	Reserved
S	XWaveFileMediaObjectVtbl	44	misc
S	__unnamed_593	4	misc
F	0	4	smOffset
S	WORD4	4	misc
F	0	4	field
F	0	4	uValue
S	_OSVERSIONINFOEXW	284	misc
F	0	4	dwOSVersionInfoSize
F	4	4	dwMajorVersion
F	8	4	dwMinorVersion
F	12	4	dwBuildNumber
F	16	4	dwPlatformId
F	20	256	szCSDVersion
F	276	2	wServicePackMajor
F	278	2	wServicePackMinor
F	280	2	wSuiteMask
F	282	1	wProductType
F	283	1	wReserved
S	__unnamed_598	4	misc
F	0	1	s_b1
F	1	1	s_b2
F	2	1	s_b3
F	3	1	s_b4
S	__unnamed_599	4	misc
F	0	2	s_w1
F	2	2	s_w2
S	__unnamed_600	4	misc
F	0	4	S_un_b
F	0	4	S_un_w
F	0	4	S_addr
S	in_addr	4	misc
F	0	4	S_un
S	_HARDWARE_PTE	4	misc
F	0	4	Valid
F	0	4	Write
F	0	4	Owner
F	0	4	WriteThrough
F	0	4	CacheDisable
F	0	4	Accessed
F	0	4	Dirty
F	0	4	LargePage
F	0	4	Global
F	0	4	GuardOrEndOfAllocation
F	0	4	PersistAllocation
F	0	4	reserved
F	0	4	PageFrameNumber
S	_PRIVILEGE_SET	20	misc
F	0	4	PrivilegeCount
F	4	4	Control
F	8	12	Privilege
S	_TEB	3876	misc
F	0	28	NtTib
F	28	4	EnvironmentPointer
F	32	8	ClientId
F	40	4	ActiveRpcHandle
F	44	4	ThreadLocalStoragePointer
F	48	4	ProcessEnvironmentBlock
F	52	4	LastErrorValue
F	56	4	CountOfOwnedCriticalSections
F	60	4	CsrClientThread
F	64	4	Win32ThreadInfo
F	68	104	User32Reserved
F	172	20	UserReserved
F	192	4	WOW32Reserved
F	196	4	CurrentLocale
F	200	4	FpSoftwareStatusRegister
F	204	216	SystemReserved1
F	420	4	ExceptionCode
F	424	44	SpareBytes1
F	468	1248	GdiTebBatch
F	1716	8	RealClientId
F	1724	4	GdiCachedProcessHandle
F	1728	4	GdiClientPID
F	1732	4	GdiClientTID
F	1736	4	GdiThreadLocalInfo
F	1740	248	Win32ClientInfo
F	1988	932	glDispatchTable
F	2920	116	glReserved1
F	3036	4	glReserved2
F	3040	4	glSectionInfo
F	3044	4	glSection
F	3048	4	glTable
F	3052	4	glCurrentRC
F	3056	4	glContext
F	3060	4	LastStatusValue
F	3064	8	StaticUnicodeString
F	3072	522	StaticUnicodeBuffer
F	3594	2	__align0
F	3596	4	DeallocationStack
F	3600	128	TlsSlots
F	3728	8	TlsLinks
F	3736	4	Vdm
F	3740	4	ReservedForNtRpc
F	3744	8	DbgSsReserved
F	3752	4	HardErrorsAreDisabled
F	3756	64	Instrumentation
F	3820	4	WinSockData
F	3824	4	GdiBatchCount
F	3828	1	InDbgPrint
F	3829	1	SpareB1
F	3830	1	SpareB2
F	3831	1	SpareB3
F	3832	4	Spare3
F	3836	4	ReservedForPerf
F	3840	4	ReservedForOle
F	3844	4	WaitingOnLoaderLock
F	3848	12	Wx86Thread
F	3860	4	TlsExpansionSlots
F	3864	4	ImpersonationLocale
F	3868	4	IsImpersonating
F	3872	4	NlsCache
S	_TIME_FIELDS	16	misc
F	0	2	Year
F	2	2	Month
F	4	2	Day
F	6	2	Hour
F	8	2	Minute
F	10	2	Second
F	12	2	Milliseconds
F	14	2	Weekday
S	_Wx86ThreadState	12	misc
F	0	4	CallBx86Eip
F	4	4	DeallocationCpu
F	8	1	UseKnownWx86Dll
F	9	1	OleStubInvoked
S	_ADMINISTRATOR_POWER_POLICY	24	misc
F	0	4	MinSleep
F	4	4	MaxSleep
F	8	4	MinVideoTimeout
F	12	4	MaxVideoTimeout
F	16	4	MinSpindownTimeout
F	20	4	MaxSpindownTimeout
S	_EISA_PORT_DESCRIPTOR	1	misc
F	0	1	NumberPorts
F	0	1	Reserved
F	0	1	Shared
F	0	1	MoreEntries
S	_FP_80	12	misc
F	0	12	W
S	SLOPRUNMARKER	16	misc
F	0	8	leListEntry
F	8	4	nLength
F	12	4	dwSignature
F	12	4	fAllocated
S	__unnamed_639	8	misc
F	0	4	LowPart
F	4	4	HighPart
S	_ULARGE_INTEGER	8	misc
F	0	4	LowPart
F	4	4	HighPart
F	0	8	u
F	0	8	QuadPart
S	ISequentialStream	4	misc
F	0	4	lpVtbl
S	_PEB	488	misc
F	0	1	InheritedAddressSpace
F	1	1	ReadImageFileExecOptions
F	2	1	BeingDebugged
F	3	1	SpareBool
F	4	4	Mutant
F	8	4	ImageBaseAddress
F	12	4	Ldr
F	16	4	ProcessParameters
F	20	4	SubSystemData
F	24	4	ProcessHeap
F	28	4	FastPebLock
F	32	4	FastPebLockRoutine
F	36	4	FastPebUnlockRoutine
F	40	4	EnvironmentUpdateCount
F	44	4	KernelCallbackTable
F	48	8	SystemReserved
F	56	4	FreeList
F	60	4	TlsExpansionCounter
F	64	4	TlsBitmap
F	68	8	TlsBitmapBits
F	76	4	ReadOnlySharedMemoryBase
F	80	4	ReadOnlySharedMemoryHeap
F	84	4	ReadOnlyStaticServerData
F	88	4	AnsiCodePageData
F	92	4	OemCodePageData
F	96	4	UnicodeCaseTableData
F	100	4	NumberOfProcessors
F	104	4	NtGlobalFlag
F	108	4	__align0
F	112	8	CriticalSectionTimeout
F	120	4	HeapSegmentReserve
F	124	4	HeapSegmentCommit
F	128	4	HeapDeCommitTotalFreeThreshold
F	132	4	HeapDeCommitFreeBlockThreshold
F	136	4	NumberOfHeaps
F	140	4	MaximumNumberOfHeaps
F	144	4	ProcessHeaps
F	148	4	GdiSharedHandleTable
F	152	4	ProcessStarterHelper
F	156	4	GdiDCAttributeList
F	160	4	LoaderLock
F	164	4	OSMajorVersion
F	168	4	OSMinorVersion
F	172	2	OSBuildNumber
F	174	2	OSCSDVersion
F	176	4	OSPlatformId
F	180	4	ImageSubsystem
F	184	4	ImageSubsystemMajorVersion
F	188	4	ImageSubsystemMinorVersion
F	192	4	ImageProcessAffinityMask
F	196	136	GdiHandleBuffer
F	336	4	TlsExpansionBitmap
F	340	128	TlsExpansionBitmapBits
F	468	4	SessionId
F	472	4	AppCompatInfo
F	476	8	CSDVersion
S	_LDT_SIZE	4	misc
F	0	4	Length
S	_FX_PARAM_DESCRIPTION	600	misc
F	0	255	ParameterName
F	255	255	ParameterDesc
F	510	64	UnitsName
F	574	2	__align0
F	576	4	dwOffset
F	580	4	dwDefaultValue
F	584	4	dwParameterType
F	588	4	dwParameterMin
F	592	4	dwParameterMax
F	596	4	bIsAtomic
S	_OBJECTID	20	misc
F	0	16	Lineage
F	16	4	Uniquifier
S	IMAGE_LOAD_CONFIG_DIRECTORY64	72	misc
F	0	4	Characteristics
F	4	4	TimeDateStamp
F	8	2	MajorVersion
F	10	2	MinorVersion
F	12	4	GlobalFlagsClear
F	16	4	GlobalFlagsSet
F	20	4	CriticalSectionDefaultTimeout
F	24	4	DeCommitFreeBlockThreshold
F	28	4	DeCommitTotalFreeThreshold
F	32	8	LockPrefixTable
F	40	4	MaximumAllocationSize
F	44	4	VirtualMemoryThreshold
F	48	4	ProcessHeapFlags
F	52	4	ProcessAffinityMask
F	56	2	CSDVersion
F	58	2	Reserved1
F	60	8	EditList
F	68	4	Reserved
S	XNDNS	40	misc
F	0	4	iStatus
F	4	4	cina
F	8	32	aina
S	_PCI_HEADER_TYPE_1	48	misc
F	0	8	BaseAddresses
F	8	1	PrimaryBus
F	9	1	SecondaryBus
F	10	1	SubordinateBus
F	11	1	SecondaryLatency
F	12	1	IOBase
F	13	1	IOLimit
F	14	2	SecondaryStatus
F	16	2	MemoryBase
F	18	2	MemoryLimit
F	20	2	PrefetchBase
F	22	2	PrefetchLimit
F	24	4	PrefetchBaseUpper32
F	28	4	PrefetchLimitUpper32
F	32	2	IOBaseUpper16
F	34	2	IOLimitUpper16
F	36	1	CapabilitiesPtr
F	37	3	Reserved1
F	40	4	ROMBaseAddress
F	44	1	InterruptLine
F	45	1	InterruptPin
F	46	2	BridgeControl
S	AIFFLOOP	6	misc
F	0	2	wPlayMode
F	2	2	wStartMarker
F	4	2	wEndMarker
S	R_GP_CONTROL	4	misc
F	0	4	Idle
F	0	4	Stopped
F	0	4	EnableStop
F	0	4	IntrNotify
F	0	4	uValue
S	_ACCESS_DENIED_OBJECT_ACE	48	misc
F	0	4	Header
F	4	4	Mask
F	8	4	Flags
F	12	16	ObjectType
F	28	16	InheritedObjectType
F	44	4	SidStart
S	XFileMediaObjectVtbl	36	misc
S	_FP_IEEE_RECORD	72	misc
F	0	24	Operand1
F	24	24	Operand2
F	48	24	Result
S	ACIPRD	8	misc
F	0	4	dwPhysicalAddress
F	4	4	wLength
F	4	4	wReserved
F	4	4	fBufferUnderrunPolicy
F	4	4	fInterruptOnCompletion
S	_XMEDIAINFO	16	misc
F	0	4	dwFlags
F	4	4	dwInputSize
F	8	4	dwOutputSize
F	12	4	dwMaxLookahead
S	_LAST_EXCEPTION_LOG	676	misc
F	0	80	ExceptionRecord
F	80	568	ContextRecord
F	648	4	ControlPc
F	652	4	Disposition
F	656	20	HandlerData
S	_DXFILELOADRESOURCE	12	misc
F	0	4	hModule
F	4	4	lpName
F	8	4	lpType
S	_FPO_DATA	16	misc
F	0	4	ulOffStart
F	4	4	cbProcSize
F	8	4	cdwLocals
F	12	2	cdwParams
F	14	2	cbProlog
F	14	2	cbRegs
F	14	2	fHasSEH
F	14	2	fUseBP
F	14	2	reserved
F	14	2	cbFrame
S	_CSTRING	8	misc
F	0	2	Length
F	2	2	MaximumLength
F	4	4	Buffer
S	__unnamed_698	4	misc
F	0	4	smBaseAddr
S	WORD5	4	misc
F	0	4	field
F	0	4	uValue
S	_DISPATCHER_HEADER	16	misc
F	0	1	Type
F	1	1	Absolute
F	2	1	Size
F	3	1	Inserted
F	4	4	SignalState
F	8	8	WaitListHead
S	__unnamed_702	2	misc
F	0	2	RegisterNumber
F	0	2	Agent
F	0	2	AddressBase
S	__unnamed_703	2	misc
F	0	2	bits
F	0	2	AsUSHORT
S	_PCI_TYPE2_ADDRESS_BITS	2	misc
F	0	2	u
S	_FX_SAVE_AREA	528	misc
F	0	516	FloatSave
F	516	12	Align16Byte
S	__unnamed_709	1	misc
F	0	1	Enable
F	0	1	FunctionNumber
F	0	1	Key
S	__unnamed_710	1	misc
F	0	1	bits
F	0	1	AsUCHAR
S	_PCI_TYPE2_CSE_BITS	1	misc
F	0	1	u
S	__unnamed_713	16	misc
F	0	1	Type
F	1	1	Absolute
F	2	1	Size
F	3	1	Inserted
F	4	4	SignalState
F	8	8	WaitListHead
S	__unnamed_714	16	misc
F	0	16	Event
F	0	16	RawEvent
S	__unnamed_717	16	misc
F	0	4	Settable
F	4	2	TagIndex
F	6	2	AllocatorBackTraceIndex
F	8	8	Reserved
S	__unnamed_718	16	misc
F	0	4	CommittedSize
F	4	4	UnCommittedSize
F	8	4	FirstEntry
F	12	4	LastEntry
S	XFileMediaObject	4	misc
F	0	4	lpVtbl
S	_QUAD	8	misc
F	0	8	DoNotUseThisField
S	XAc97MediaObjectVtbl	36	misc
S	_POOLED_USAGE_AND_LIMITS	36	misc
F	0	4	PeakPagedPoolUsage
F	4	4	PagedPoolUsage
F	8	4	PagedPoolLimit
F	12	4	PeakNonPagedPoolUsage
F	16	4	NonPagedPoolUsage
F	20	4	NonPagedPoolLimit
F	24	4	PeakPagefileUsage
F	28	4	PagefileUsage
F	32	4	PagefileLimit
S	_complex	16	misc
F	0	8	x
F	8	8	y
S	_DESCRIPTOR_TABLE_ENTRY	12	misc
F	0	4	Selector
F	4	8	Descriptor
S	_PREFIX_TABLE	8	misc
F	0	2	NodeTypeCode
F	2	2	NameLength
F	4	4	NextPrefixTree
S	HACCEL__	4	misc
F	0	4	unused
S	_exception	32	misc
F	0	4	type
F	4	4	name
F	8	8	arg1
F	16	8	arg2
F	24	8	retval
S	voicecodecwaveformat_tag	22	misc
F	0	18	wfx
F	18	2	dwReserved
F	20	1	dwTrailFrames
F	21	1	dwMilliSecPerFrame
S	__unnamed_744	4	misc
F	0	4	dspStart
F	0	4	nul
S	WORD3	4	misc
F	0	4	field
F	0	4	uValue
S	_FP_32	4	misc
F	0	4	W
S	_SLIST_HEADER	8	misc
F	0	8	Alignment
F	0	4	Next
F	4	2	Depth
F	6	2	Sequence
S	__unnamed_755	8	misc
F	4	4	UserApcContext
S	__unnamed_756	8	misc
F	0	8	AsynchronousParameters
F	0	8	AllocationSize
S	__unnamed_757	40	misc
F	0	16	DeviceQueueEntry
F	0	20	DriverContext
F	20	4	Thread
F	24	8	ListEntry
F	32	4	CurrentStackLocation
F	32	4	PacketType
F	36	4	OriginalFileObject
S	__unnamed_758	40	misc
F	0	40	Overlay
F	0	40	Apc
F	0	4	CompletionKey
S	_IRP	104	misc
F	0	2	Type
F	2	2	Size
F	4	4	Flags
F	8	8	ThreadListEntry
F	16	8	IoStatus
F	24	1	StackCount
F	25	1	CurrentLocation
F	26	1	PendingReturned
F	27	1	Cancel
F	28	4	UserIosb
F	32	4	UserEvent
F	36	4	__align0
F	40	8	Overlay
F	48	4	UserBuffer
F	52	4	SegmentArray
F	56	4	LockedBufferLength
F	60	40	Tail
S	__unnamed_760	4	misc
F	0	4	Reserved1
F	0	4	RegisterNumber
F	0	4	FunctionNumber
F	0	4	DeviceNumber
F	0	4	BusNumber
F	0	4	Reserved2
F	0	4	Enable
S	__unnamed_761	4	misc
F	0	4	bits
F	0	4	AsULONG
S	_PCI_TYPE1_CFG_BITS	4	misc
F	0	4	u
S	HKEY__	4	misc
F	0	4	unused
S	_DBGKD_CONTROL_REPORT	40	misc
F	0	4	Dr6
F	4	4	Dr7
F	8	2	InstructionCount
F	10	2	ReportFlags
F	12	16	InstructionStream
F	28	2	SegCs
F	30	2	SegDs
F	32	2	SegEs
F	34	2	SegFs
F	36	4	EFlags
S	__unnamed_770	8	misc
F	0	4	Base
F	4	4	Limit
S	_PCI_HEADER_TYPE_2	48	misc
F	0	4	SocketRegistersBaseAddress
F	4	1	CapabilitiesPtr
F	5	1	Reserved
F	6	2	SecondaryStatus
F	8	1	PrimaryBus
F	9	1	SecondaryBus
F	10	1	SubordinateBus
F	11	1	SecondaryLatency
F	12	32	Range
F	44	1	InterruptLine
F	45	1	InterruptPin
F	46	2	BridgeControl
S	_WIN32_FIND_DATAA	320	misc
F	0	4	dwFileAttributes
F	4	8	ftCreationTime
F	12	8	ftLastAccessTime
F	20	8	ftLastWriteTime
F	28	4	nFileSizeHigh
F	32	4	nFileSizeLow
F	36	4	dwReserved0
F	40	4	dwReserved1
F	44	260	cFileName
F	304	14	cAlternateFileName
S	HICON__	4	misc
F	0	4	unused
S	IPersistStreamVtbl	32	misc
S	_LD_FROM_DASHBOARD	3072	misc
F	0	4	dwContext
F	4	3068	Reserved
S	PAN3DSPEAKER	20	misc
F	0	12	vSpeakerPos
F	0	16	v4SpeakerPos
F	16	4	dwMixBin
S	XNKEY	16	misc
F	0	16	ab
S	__unnamed_786	4	misc
F	0	4	PhysicalAddress
F	0	4	VirtualSize
S	__unnamed_789	12	misc
F	0	8	Start
F	8	4	Length
S	__unnamed_790	12	misc
F	0	4	Level
F	4	4	Vector
F	8	4	Affinity
S	__unnamed_791	12	misc
F	0	4	Channel
F	4	4	Port
F	8	4	Reserved1
S	__unnamed_792	12	misc
F	0	4	Start
F	4	4	Length
F	8	4	Reserved
S	__unnamed_793	12	misc
F	0	4	DataSize
F	4	4	Reserved1
F	8	4	Reserved2
S	__unnamed_794	12	misc
F	0	12	Generic
F	0	12	Port
F	0	12	Interrupt
F	0	12	Memory
F	0	12	Dma
F	0	12	DevicePrivate
F	0	12	BusNumber
F	0	12	DeviceSpecificData
S	ISequentialStreamVtbl	20	misc
S	_DESCRIPTOR	8	misc
F	0	2	Pad
F	2	2	Limit
F	4	4	Base
S	_EISA_MEMORY_CONFIGURATION	7	misc
F	0	1	ConfigurationByte
F	1	1	DataSize
F	2	2	AddressLowWord
F	4	1	AddressHighByte
F	5	2	MemorySize
S	_OBJECT_TYPE	28	misc
F	20	4	DefaultObject
F	24	4	PoolTag
S	_LAUNCH_DATA	3072	misc
F	0	3072	Data
S	_ldiv_t	8	misc
F	0	4	quot
F	4	4	rem
S	_iobuf	32	misc
F	0	4	_ptr
F	4	4	_cnt
F	8	4	_base
F	12	4	_flag
F	16	4	_file
F	20	4	_charbuf
F	24	4	_bufsiz
F	28	4	_tmpfname
S	_WMAXMOFileHeader	20	misc
F	0	4	dwVersion
F	4	4	dwSampleRate
F	8	4	dwNumChannels
F	12	4	dwDuration
F	16	4	dwBitrate
S	__unnamed_822	4	misc
F	0	4	smSizeMinus1
S	WORD6	4	misc
F	0	4	field
F	0	4	uValue
S	DSPERFCOUNTER	12	misc
F	0	4	pszName
F	4	4	dwFlags
F	8	4	pvData
S	__unnamed_825	4	misc
F	0	4	interleave
F	0	4	dspToSys
F	0	4	IOC
F	0	4	smOffWrBack
F	0	4	smBufId
F	0	4	iso
F	0	4	smDataFormat
F	0	4	increment
S	WORD1	4	misc
F	0	4	field
F	0	4	uValue
S	HRGN__	4	misc
F	0	4	unused
S	R_SE_CONTROL	4	misc
F	0	4	ReadISO
F	0	4	WriteISO
F	0	4	SampleReadISO
F	0	4	GSCUpdate
F	0	4	DeltaWarn
F	0	4	Retriggered
F	0	4	DeltaPanic
F	0	4	uValue
S	XNADDR	24	misc
F	0	1	bSizeOfStruct
F	1	1	bFlags
F	2	6	abEnet
F	8	4	ina
F	12	4	inaOnline
F	16	2	wPortOnline
F	18	6	abIdOnline
S	_PCI_HEADER_TYPE_0	48	misc
F	0	24	BaseAddresses
F	24	4	CIS
F	28	2	SubVendorID
F	30	2	SubSystemID
F	32	4	ROMBaseAddress
F	36	1	CapabilitiesPtr
F	37	3	Reserved1
F	40	4	Reserved2
F	44	1	InterruptLine
F	45	1	InterruptPin
F	46	1	MinimumGrant
F	47	1	MaximumLatency
S	__unnamed_838	4	misc
F	0	4	DirectoryHandle
S	__unnamed_839	36	misc
F	0	4	DriveMap
F	4	32	DriveType
S	_RANGE_LIST_ITERATOR	16	misc
F	0	4	RangeListHead
F	4	4	MergedHead
F	8	4	Current
F	12	4	Stamp
S	HPEN__	4	misc
F	0	4	unused
S	_CURDIR	12	misc
F	0	8	DosPath
F	8	4	Handle
S	_PCI_PMCSR_BSE	1	misc
F	0	1	Rsvd1
F	0	1	D3HotSupportsStopClock
F	0	1	BusPowerClockControlEnabled
S	_PS_STATISTICS	12	misc
F	0	4	Length
F	4	4	ThreadCount
F	8	4	HandleCount
S	_DEVICE_OBJECT	72	misc
F	0	2	Type
F	2	2	Size
F	4	4	ReferenceCount
F	8	4	DriverObject
F	12	4	MountedOrSelfDevice
F	16	4	CurrentIrp
F	20	4	Flags
F	24	4	DeviceExtension
F	28	1	DeviceType
F	29	1	StartIoFlags
F	30	1	StackSize
F	31	1	DeletePending
F	32	4	SectorSize
F	36	4	AlignmentRequirement
F	40	12	DeviceQueue
F	52	16	DeviceLock
F	68	4	StartIoKey
S	_LUID	8	misc
F	0	4	LowPart
F	4	4	HighPart
S	_EXCEPTION_REGISTRATION_RECORD	8	misc
F	0	4	Next
S	_PEB_FREE_BLOCK	8	misc
F	0	4	Next
F	4	4	Size
S	_ERWLOCK	52	misc
F	0	4	LockCount
F	4	4	WritersWaitingCount
F	8	4	ReadersWaitingCount
F	12	4	ReadersEntryCount
F	16	16	WriterEvent
F	32	20	ReaderSemaphore
S	_GENERIC_MAPPING	16	misc
F	0	4	GenericRead
F	4	4	GenericWrite
F	8	4	GenericExecute
F	12	4	GenericAll
S	__unnamed_873	4	misc
F	0	2	DataLength
F	2	2	TotalLength
S	__unnamed_874	4	misc
F	0	4	s1
F	0	4	Length
